É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/04/21 18:48:15

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá
1999/12,110.0,0,8,1,81.3,0,5,1,101,0,8,1,19.0,0,8,1,134.3,0,8,1,3,0,8,1,7.0,0,8,1,186.3,0,8,1,0,1,8,1,22.0,0,8,1,144.8,0,8,1,0,0,8,1,4.5,0,8,1,169.5,0,8,1,0,0,8,1,1.0,0,8,1,184.4,0,8,1,0,0,8,1,9.5,0,8,1,167.8,0,8,1,0,0,8,1
2000/1,131.5,0,8,1,90.6,0,8,1,202,0,8,1,44.5,0,8,1,148.7,0,8,1,9,0,8,1,66.5,0,8,1,153.8,0,8,1,0,0,8,1,71.0,0,8,1,100.0,0,8,1,0,0,8,1,52.0,0,8,1,114.2,0,8,1,0,0,8,1,56.5,0,8,1,171.2,0,8,1,0,0,8,1,52.5,0,8,1,124.1,0,8,1,0,0,8,1
2000/2,89.5,0,8,1,121.7,0,5,1,226,0,8,1,9.5,0,8,1,153.5,0,8,1,4,0,8,1,4.0,0,8,1,207.7,0,8,1,0,0,8,1,27.0,0,8,1,140.6,0,8,1,0,0,8,1,36.5,0,8,1,126.1,0,8,1,2,0,8,1,34.0,0,8,1,183.9,0,8,1,20,0,8,1,35.0,0,8,1,151.0,0,5,1,12,0,8,1
2000/3,103.0,0,8,1,129.1,0,8,1,67,0,8,1,54.5,0,8,1,183.5,0,8,1,21,0,8,1,85.5,0,8,1,207.9,0,8,1,0,1,8,1,103.5,0,8,1,213.0,0,8,1,0,0,8,1,94.5,0,8,1,183.4,0,8,1,0,0,8,1,106.5,0,8,1,203.5,0,8,1,0,0,8,1,167.0,0,8,1,209.9,0,8,1,0,0,8,1
2000/4,123.5,0,8,1,139.4,0,8,1,5,0,8,1,178.5,0,8,1,187.8,0,8,1,0,0,8,1,151.5,0,8,1,174.9,0,8,1,0,1,8,1,82.5,0,8,1,202.2,0,8,1,0,1,8,1,77.5,0,8,1,180.0,0,8,1,0,1,8,1,150.0,0,8,1,198.6,0,8,1,0,1,8,1,116.0,0,8,1,174.3,0,8,1,0,1,8,1
2000/5,76.0,0,8,1,146.0,0,8,1,0,1,8,1,90.5,0,8,1,161.5,0,8,1,0,1,8,1,109.0,0,8,1,184.0,0,8,1,0,1,8,1,101.0,0,8,1,217.9,0,5,1,0,1,8,1,90.5,0,8,1,216.5,0,8,1,0,1,8,1,115.5,0,8,1,195.1,0,8,1,0,1,8,1,127.0,0,8,1,219.5,0,8,1,0,1,8,1
2000/6,50.5,0,8,1,169.4,0,8,1,0,1,8,1,84.5,0,8,1,162.7,0,8,1,0,1,8,1,232.0,0,8,1,129.8,0,8,1,0,1,8,1,250.5,0,8,1,132.3,0,8,1,0,1,8,1,198.0,0,8,1,131.6,0,8,1,0,1,8,1,236.0,0,8,1,134.7,0,8,1,0,1,8,1,156.0,0,8,1,144.8,0,8,1,0,1,8,1
2000/7,194.0,0,8,1,133.0,0,8,1,0,1,8,1,248.5,0,8,1,152.9,0,8,1,0,1,8,1,373.5,0,8,1,210.2,0,8,1,0,1,8,1,149.5,0,8,1,227.1,0,8,1,0,1,8,1,42.5,0,8,1,215.4,0,8,1,0,1,8,1,74.5,0,8,1,213.0,0,8,1,0,1,8,1,84.0,0,8,1,206.4,0,8,1,0,1,8,1
2000/8,103.5,0,8,1,194.8,0,8,1,0,1,8,1,54.0,0,8,1,151.7,0,8,1,0,1,8,1,162.0,0,8,1,185.7,0,8,1,0,1,8,1,100.0,0,8,1,214.2,0,8,1,0,1,8,1,6.5,0,8,1,245.9,0,5,1,0,1,8,1,17.0,0,8,1,244.6,0,8,1,0,1,8,1,28.5,0,8,1,233.6,0,8,1,0,1,8,1
2000/9,307.0,0,8,1,112.1,0,8,1,0,1,8,1,221.0,0,8,1,90.2,0,8,1,0,1,8,1,164.0,0,8,1,128.9,0,8,1,0,1,8,1,197.5,0,8,1,160.5,0,8,1,0,1,8,1,261.5,0,8,1,182.3,0,8,1,0,1,8,1,707.5,0,8,1,179.0,0,8,1,0,1,8,1,136.5,0,8,1,168.6,0,8,1,0,1,8,1
2000/10,24.5,0,8,1,149.6,0,8,1,0,0,8,1,88.0,0,8,1,151.2,0,8,1,0,1,8,1,142.5,0,8,1,97.7,0,8,1,0,1,8,1,86.5,0,8,1,120.7,0,8,1,0,1,8,1,126.5,0,8,1,137.3,0,8,1,0,1,8,1,135.0,0,8,1,140.5,0,8,1,0,1,8,1,112.0,0,8,1,145.3,0,8,1,0,1,8,1
2000/11,140.0,0,8,1,103.7,0,8,1,113,0,8,1,94.0,0,8,1,147.6,0,8,1,0,0,8,1,106.0,0,8,1,109.7,0,8,1,0,1,8,1,143.0,0,8,1,129.1,0,8,1,0,1,8,1,154.5,0,8,1,125.9,0,8,1,0,1,8,1,74.0,0,8,1,135.7,0,8,1,0,1,8,1,108.5,0,8,1,137.4,0,5,1,0,1,8,1
2000/12,101.5,0,8,1,94.3,0,8,1,95,0,8,1,19.0,0,8,1,153.5,0,8,1,13,0,8,1,6.5,0,8,1,172.2,0,8,1,0,1,8,1,32.0,0,8,1,151.7,0,8,1,0,1,8,1,23.0,0,8,1,158.0,0,8,1,0,0,8,1,29.0,0,8,1,162.5,0,8,1,1,0,8,1,15.5,0,8,1,153.8,0,8,1,0,0,8,1
2001/1,71.0,0,8,1,112.0,0,8,1,128,0,8,1,80.5,0,8,1,122.1,0,8,1,70,0,8,1,126.5,0,8,1,178.8,0,8,1,12,0,8,1,134.5,0,8,1,84.1,0,8,1,5,0,8,1,109.0,0,8,1,137.3,0,8,1,0,0,8,1,134.0,0,8,1,141.0,0,8,1,11,0,8,1,87.0,0,8,1,120.2,0,8,1,1,0,8,1
2001/2,64.0,0,8,1,96.0,0,8,1,92,0,8,1,24.0,0,8,1,147.2,0,8,1,18,0,8,1,23.0,0,8,1,153.0,0,8,1,0,0,8,1,94.0,0,8,1,113.9,0,8,1,0,0,8,1,65.0,0,8,1,131.3,0,8,1,0,0,8,1,46.0,0,8,1,157.5,0,8,1,0,0,8,1,84.5,0,8,1,113.4,0,5,1,0,0,8,1
2001/3,83.0,0,8,1,143.9,0,8,1,64,0,8,1,75.5,0,8,1,163.4,0,8,1,34,0,8,1,107.5,0,8,1,180.1,0,8,1,0,0,8,1,84.5,0,8,1,156.8,0,8,1,0,0,8,1,64.0,0,8,1,163.0,0,8,1,0,0,8,1,69.5,0,8,1,181.3,0,8,1,0,0,8,1,48.0,0,8,1,172.3,0,8,1,4,0,8,1
2001/4,28.0,0,8,1,198.2,0,5,1,2,0,8,1,4.0,0,8,1,222.3,0,8,1,0,1,8,1,40.5,0,8,1,219.5,0,8,1,0,1,8,1,53.5,0,8,1,192.9,0,8,1,0,1,8,1,24.5,0,8,1,225.5,0,8,1,0,1,8,1,25.0,0,8,1,218.5,0,8,1,0,1,8,1,22.0,0,8,1,209.6,0,8,1,0,1,8,1
2001/5,17.0,0,8,1,213.4,0,8,1,0,1,8,1,84.5,0,8,1,156.4,0,8,1,0,1,8,1,170.5,0,8,1,160.6,0,8,1,0,1,8,1,117.5,0,8,1,169.8,0,8,1,0,1,8,1,95.5,0,8,1,179.9,0,8,1,0,1,8,1,150.0,0,8,1,178.1,0,8,1,0,1,8,1,185.0,0,8,1,189.7,0,8,1,0,1,8,1
2001/6,42.0,0,8,1,194.4,0,8,1,0,1,8,1,188.5,0,8,1,140.4,0,8,1,0,1,8,1,144.5,0,8,1,107.8,0,8,1,0,1,8,1,490.5,0,8,1,125.5,0,8,1,0,1,8,1,135.0,0,8,1,154.1,0,8,1,0,1,8,1,161.5,0,8,1,138.6,0,8,1,0,1,8,1,349.0,0,8,1,153.4,0,8,1,0,1,8,1
2001/7,111.0,0,8,1,122.9,0,8,1,0,1,8,1,137.0,0,8,1,207.5,0,8,1,0,1,8,1,41.5,0,8,1,259.2,0,8,1,0,1,8,1,311.0,0,8,1,222.4,0,8,1,0,1,8,1,34.5,0,8,1,256.2,0,8,1,0,1,8,1,29.0,0,8,1,224.5,0,8,1,0,1,8,1,147.5,0,8,1,242.5,0,8,1,0,1,8,1
2001/8,135.0,0,8,1,208.2,0,8,1,0,1,8,1,138.0,0,8,1,78.3,0,8,1,0,1,8,1,136.5,0,8,1,94.0,0,8,1,0,1,8,1,78.0,0,8,1,225.1,0,8,1,0,1,8,1,97.0,0,8,1,209.9,0,8,1,0,1,8,1,378.5,0,8,1,184.4,0,8,1,0,1,8,1,70.0,0,8,1,228.4,0,8,1,0,1,8,1
2001/9,237.5,0,8,1,144.3,0,8,1,0,1,8,1,121.5,0,8,1,128.4,0,8,1,0,1,8,1,204.0,0,8,1,109.4,0,8,1,0,1,8,1,211.0,0,8,1,185.4,0,8,1,0,1,8,1,161.0,0,8,1,176.5,0,8,1,0,1,8,1,169.5,0,8,1,181.9,0,8,1,0,1,8,1,176.5,0,8,1,189.4,0,8,1,0,1,8,1
2001/10,86.5,0,8,1,128.5,0,8,1,0,1,8,1,176.5,0,8,1,162.7,0,8,1,0,1,8,1,343.0,0,8,1,154.6,0,8,1,0,1,8,1,148.0,0,8,1,171.7,0,8,1,0,1,8,1,190.0,0,8,1,180.5,0,8,1,0,1,8,1,166.0,0,8,1,171.7,0,8,1,0,1,8,1,274.0,0,8,1,176.9,0,8,1,0,1,8,1
2001/11,83.0,0,8,1,98.6,0,8,1,34,0,8,1,28.5,0,8,1,167.8,0,8,1,0,0,8,1,123.5,0,8,1,169.6,0,8,1,0,1,8,1,145.0,0,8,1,147.7,0,8,1,0,0,8,1,38.5,0,8,1,174.8,0,8,1,0,1,8,1,52.0,0,8,1,183.6,0,8,1,0,1,8,1,66.5,0,8,1,168.3,0,8,1,0,1,8,1
2001/12,167.0,0,8,1,68.8,0,8,1,200,0,8,1,34.0,0,8,1,139.2,0,8,1,21,0,8,1,30.0,0,8,1,189.9,0,8,1,0,0,8,1,75.0,0,8,1,115.3,0,8,1,0,0,8,1,27.5,0,8,1,165.3,0,8,1,0,1,8,1,34.0,0,8,1,186.0,0,8,1,0,0,8,1,46.0,0,8,1,146.5,0,8,1,0,0,8,1
2002/1,150.0,0,8,1,75.6,0,8,1,71,0,8,1,147.5,0,8,1,135.0,0,8,1,10,0,8,1,98.5,0,8,1,201.9,0,8,1,0,0,8,1,95.5,0,8,1,112.7,0,8,1,0,0,8,1,44.5,0,8,1,140.0,0,8,1,0,0,8,1,88.5,0,8,1,125.9,0,8,1,17,0,8,1,56.0,0,8,1,124.5,0,8,1,3,0,8,1
2002/2,60.5,0,8,1,126.0,0,8,1,73,0,8,1,1.5,0,8,1,153.3,0,8,1,0,0,8,1,25.0,0,8,1,163.5,0,8,1,0,0,8,1,40.5,0,8,1,148.1,0,8,1,0,0,8,1,34.0,0,8,1,136.5,0,8,1,0,0,8,1,31.0,0,8,1,163.6,0,8,1,4,0,8,1,24.5,0,8,1,159.4,0,8,1,1,0,8,1
2002/3,45.0,0,8,1,139.3,0,8,1,37,0,8,1,66.5,0,8,1,197.0,0,5,1,0,0,8,1,82.0,0,8,1,191.3,0,8,1,0,1,8,1,125.5,0,8,1,201.6,0,8,1,0,1,8,1,96.0,0,8,1,202.7,0,8,1,0,1,8,1,111.0,0,8,1,221.9,0,8,1,0,0,8,1,179.0,0,8,1,209.6,0,8,1,0,1,8,1
2002/4,30.5,0,8,1,190.6,0,8,1,0,1,8,1,36.0,0,8,1,206.2,0,8,1,0,1,8,1,58.0,0,8,1,164.2,0,8,1,0,1,8,1,102.0,0,8,1,139.5,0,8,1,0,1,8,1,62.5,0,8,1,175.9,0,8,1,0,1,8,1,94.0,0,8,1,161.3,0,8,1,0,1,8,1,131.0,0,8,1,151.2,0,8,1,0,1,8,1
2002/5,41.0,0,8,1,223.6,0,8,1,0,1,8,1,115.0,0,8,1,184.4,0,8,1,0,1,8,1,112.5,0,8,1,153.0,0,8,1,0,1,8,1,255.5,0,8,1,145.9,0,8,1,0,1,8,1,100.0,0,8,1,158.9,0,8,1,0,1,8,1,95.0,0,8,1,164.5,0,8,1,0,1,8,1,215.0,0,8,1,166.1,0,8,1,0,1,8,1
2002/6,64.5,0,8,1,191.5,0,8,1,0,1,8,1,132.5,0,8,1,159.7,0,8,1,0,1,8,1,151.5,0,8,1,123.3,0,8,1,0,1,8,1,103.5,0,8,1,210.8,0,8,1,0,1,8,1,119.0,0,8,1,192.7,0,5,1,0,1,8,1,89.5,0,8,1,179.1,0,8,1,0,1,8,1,141.5,0,8,1,211.6,0,8,1,0,1,8,1
2002/7,128.0,0,8,1,130.3,0,8,1,0,1,8,1,359.5,0,8,1,126.0,0,8,1,0,1,8,1,124.0,0,8,1,189.5,0,8,1,0,1,8,1,109.5,0,8,1,156.3,0,8,1,0,1,8,1,134.5,0,8,1,210.7,0,8,1,0,1,8,1,150.0,0,8,1,171.0,0,8,1,0,1,8,1,156.0,0,8,1,161.8,0,8,1,0,1,8,1
2002/8,102.5,0,8,1,105.2,0,8,1,0,1,8,1,72.5,0,8,1,146.9,0,8,1,0,1,8,1,120.0,0,8,1,231.0,0,8,1,0,1,8,1,108.5,0,8,1,189.1,0,8,1,0,1,8,1,47.5,0,8,1,229.1,0,5,1,0,1,8,1,19.0,0,8,1,235.4,0,8,1,0,1,8,1,71.5,0,8,1,235.4,0,5,1,0,1,8,1
2002/9,87.5,0,8,1,176.2,0,8,1,0,1,8,1,82.5,0,8,1,140.9,0,8,1,0,1,8,1,207.0,0,8,1,117.3,0,8,1,0,1,8,1,186.0,0,8,1,201.5,0,8,1,0,1,8,1,66.5,0,8,1,169.5,0,8,1,0,1,8,1,108.0,0,8,1,149.4,0,8,1,0,1,8,1,137.5,0,8,1,211.9,0,8,1,0,1,8,1
2002/10,149.0,0,8,1,126.5,0,8,1,0,0,8,1,149.5,0,8,1,167.6,0,8,1,0,1,8,1,194.0,0,8,1,183.4,0,8,1,0,1,8,1,109.5,0,8,1,171.2,0,5,1,0,1,8,1,119.0,0,8,1,184.3,0,5,1,0,1,8,1,163.5,0,8,1,200.5,0,8,1,0,1,8,1,54.0,0,8,1,186.1,0,8,1,0,1,8,1
2002/11,165.0,0,8,1,82.3,0,8,1,25,0,8,1,61.5,0,8,1,117.9,0,8,1,0,0,8,1,27.5,0,8,1,140.9,0,8,1,0,1,8,1,37.0,0,8,1,145.3,0,8,1,0,1,8,1,66.5,0,8,1,151.8,0,8,1,0,1,8,1,44.0,0,8,1,149.3,0,8,1,0,0,8,1,37.0,0,8,1,152.8,0,8,1,0,1,8,1
2002/12,77.5,0,8,1,107.4,0,5,1,112,0,8,1,16.0,0,8,1,127.6,0,8,1,8,0,8,1,94.5,0,8,1,130.7,0,8,1,3,0,8,1,98.5,0,8,1,79.5,0,8,1,0,0,8,1,64.0,0,8,1,123.2,0,8,1,0,0,8,1,89.0,0,8,1,147.9,0,8,1,0,0,8,1,69.5,0,8,1,100.7,0,8,1,0,0,8,1
2003/1,104.0,0,8,1,102.4,0,8,1,144,0,8,1,74.0,0,8,1,167.9,0,8,1,30,0,8,1,101.0,0,8,1,208.0,0,8,1,0,0,8,1,50.0,0,8,1,86.9,0,8,1,2,0,8,1,83.0,0,8,1,131.4,0,8,1,0,0,8,1,95.0,0,8,1,182.4,0,8,1,1,0,8,1,45.5,0,8,1,133.3,0,8,1,10,0,8,1
2003/2,59.5,0,8,1,108.2,0,8,1,120,0,8,1,18.0,0,8,1,138.3,0,8,1,3,0,8,1,53.5,0,8,1,154.0,0,8,1,0,0,8,1,74.5,0,8,1,123.2,0,8,1,0,0,8,1,61.0,0,8,1,126.4,0,8,1,0,0,8,1,60.5,0,8,1,185.9,0,8,1,0,0,8,1,57.5,0,8,1,120.2,0,8,1,0,0,8,1
2003/3,65.0,0,8,1,156.7,0,8,1,64,0,8,1,123.5,0,8,1,188.0,0,8,1,1,0,8,1,159.5,0,8,1,203.8,0,8,1,0,1,8,1,103.0,0,8,1,146.1,0,5,1,0,0,8,1,117.0,0,8,1,160.6,0,8,1,0,0,8,1,110.5,0,8,1,224.9,0,8,1,0,1,8,1,93.5,0,8,1,169.1,0,5,1,0,0,8,1
2003/4,61.0,0,8,1,161.4,0,5,1,0,0,8,1,75.0,0,8,1,177.7,0,8,1,0,1,8,1,121.0,0,8,1,162.6,0,8,1,0,1,8,1,144.5,0,8,1,147.1,0,5,1,0,1,8,1,148.5,0,8,1,139.3,0,5,1,0,1,8,1,193.0,0,8,1,136.0,0,8,1,0,1,8,1,205.5,0,8,1,156.4,0,8,1,0,1,8,1
2003/5,31.0,0,8,1,228.7,0,5,1,0,1,8,1,48.0,0,8,1,206.3,0,8,1,0,1,8,1,172.5,0,8,1,145.6,0,8,1,0,1,8,1,110.5,0,8,1,176.3,0,8,1,0,1,8,1,105.5,0,8,1,183.5,0,8,1,0,1,8,1,114.0,0,8,1,148.7,0,8,1,0,1,8,1,189.0,0,8,1,200.1,0,5,1,0,1,8,1
2003/6,68.5,0,8,1,219.0,0,8,1,0,1,8,1,106.5,0,8,1,121.4,0,8,1,0,1,8,1,85.0,0,8,1,103.6,0,8,1,0,1,8,1,200.5,0,8,1,149.2,0,8,1,0,1,8,1,145.5,0,8,1,119.7,0,8,1,0,1,8,1,162.0,0,8,1,119.2,0,8,1,0,1,8,1,202.0,0,8,1,133.4,0,8,1,0,1,8,1
2003/7,29.0,0,8,1,185.9,0,8,1,0,1,8,1,286.5,0,8,1,34.2,0,8,1,0,1,8,1,187.5,0,8,1,48.2,0,8,1,0,1,8,1,444.5,0,8,1,100.8,0,8,1,0,1,8,1,167.0,0,8,1,120.6,0,8,1,0,1,8,1,379.5,0,8,1,95.1,0,8,1,0,1,8,1,466.0,0,8,1,129.0,0,8,1,0,1,8,1
2003/8,90.5,0,8,1,151.0,0,8,1,0,1,8,1,211.0,0,8,1,77.1,0,8,1,0,1,8,1,370.0,0,8,1,130.3,0,8,1,0,1,8,1,232.0,0,8,1,163.4,0,8,1,0,1,8,1,266.0,0,8,1,194.0,0,8,1,0,1,8,1,324.5,0,8,1,138.3,0,8,1,0,1,8,1,184.5,0,8,1,184.0,0,8,1,0,1,8,1
2003/9,110.5,0,8,1,147.3,0,8,1,0,1,8,1,98.0,0,8,1,104.4,0,8,1,0,1,8,1,150.0,0,8,1,160.2,0,8,1,0,1,8,1,69.5,0,8,1,216.4,0,8,1,0,1,8,1,150.5,0,8,1,207.4,0,8,1,0,1,8,1,150.0,0,8,1,198.6,0,8,1,0,1,8,1,94.5,0,8,1,224.8,0,8,1,0,1,8,1
2003/10,149.5,0,8,1,136.5,0,8,1,0,1,8,1,56.5,0,8,1,162.2,0,8,1,0,1,8,1,171.5,0,8,1,137.6,0,8,1,0,1,8,1,11.0,0,8,1,230.8,0,8,1,0,1,8,1,96.0,0,8,1,166.8,0,8,1,0,1,8,1,93.0,0,8,1,166.7,0,8,1,0,1,8,1,1.5,0,8,1,211.6,0,8,1,0,1,8,1
2003/11,64.0,0,8,1,105.6,0,8,1,2,0,8,1,150.0,0,8,1,117.0,0,8,1,0,1,8,1,229.5,0,8,1,87.9,0,8,1,0,1,8,1,124.5,0,8,1,111.1,0,8,1,0,1,8,1,170.5,0,8,1,112.5,0,8,1,0,1,8,1,190.0,0,8,1,121.7,0,8,1,0,1,8,1,131.0,0,8,1,108.9,0,8,1,0,1,8,1
2003/12,83.5,0,8,1,84.4,0,8,1,67,0,8,1,32.0,0,8,1,128.8,0,8,1,7,0,8,1,53.0,0,8,1,181.4,0,8,1,0,0,8,1,36.0,0,8,1,107.0,0,8,1,0,0,8,1,18.0,0,8,1,160.4,0,8,1,0,0,8,1,33.0,0,8,1,172.6,0,8,1,9,0,8,1,39.0,0,8,1,162.3,0,8,1,5,0,8,1
2004/1,139.0,0,8,1,86.8,0,8,1,156,0,8,1,23.5,0,8,1,169.7,0,8,1,13,0,8,1,3.5,0,8,1,203.6,0,8,1,0,0,8,1,55.0,0,8,1,128.7,0,8,1,3,0,8,1,19.0,0,8,1,164.9,0,5,1,0,0,8,1,18.5,0,8,1,206.5,0,8,1,0,0,8,1,3.5,0,8,1,175.8,0,8,1,0,0,8,1
2004/2,158.5,0,8,1,106.5,0,8,1,131,0,8,1,35.0,0,8,1,173.8,0,8,1,11,0,8,1,20.0,0,8,1,218.3,0,8,1,0,1,8,1,66.0,0,8,1,152.2,0,8,1,0,0,8,1,47.5,0,8,1,187.9,0,8,1,0,0,8,1,40.5,0,8,1,179.6,0,8,1,0,0,8,1,41.5,0,8,1,186.1,0,8,1,0,0,8,1
2004/3,42.5,0,8,1,139.5,0,8,1,30,0,8,1,12.5,0,8,1,171.5,0,8,1,7,0,8,1,129.5,0,8,1,170.9,0,8,1,0,0,8,1,97.0,0,8,1,178.0,0,8,1,0,0,8,1,75.5,0,8,1,190.1,0,8,1,0,0,8,1,71.5,0,8,1,205.7,0,8,1,0,0,8,1,67.5,0,8,1,189.5,0,5,1,1,0,8,1
2004/4,28.5,0,8,1,168.8,0,8,1,11,0,8,1,108.5,0,8,1,231.2,0,8,1,0,0,8,1,69.5,0,8,1,235.4,0,8,1,0,1,8,1,68.5,0,8,1,222.5,0,8,1,0,1,8,1,125.0,0,8,1,241.8,0,8,1,0,1,8,1,88.5,0,8,1,247.5,0,8,1,0,1,8,1,180.5,0,8,1,251.3,0,8,1,0,1,8,1
2004/5,76.0,0,8,1,174.5,0,8,1,0,1,8,1,142.0,0,8,1,131.7,0,8,1,0,1,8,1,149.0,0,8,1,139.9,0,8,1,0,1,8,1,268.5,0,8,1,162.9,0,8,1,0,1,8,1,281.5,0,8,1,181.2,0,8,1,0,1,8,1,227.5,0,8,1,166.7,0,8,1,0,1,8,1,417.5,0,8,1,176.4,0,8,1,0,1,8,1
2004/6,58.0,0,8,1,188.1,0,8,1,0,1,8,1,136.5,0,8,1,189.1,0,8,1,0,1,8,1,112.5,0,8,1,170.6,0,8,1,0,1,8,1,225.0,0,8,1,193.2,0,8,1,0,1,8,1,133.5,0,8,1,200.1,0,8,1,0,1,8,1,186.5,0,8,1,164.6,0,8,1,0,1,8,1,199.0,0,8,1,199.4,0,8,1,0,1,8,1
2004/7,70.5,0,8,1,162.8,0,8,1,0,1,8,1,156.0,0,8,1,196.2,0,8,1,0,1,8,1,23.5,0,8,1,232.2,0,8,1,0,1,8,1,53.0,0,8,1,218.2,0,8,1,0,1,8,1,42.0,0,8,1,264.5,0,8,1,0,1,8,1,64.0,0,8,1,236.0,0,8,1,0,1,8,1,82.0,0,8,1,249.4,0,8,1,0,1,8,1
2004/8,128.0,0,8,1,169.6,0,8,1,0,1,8,1,71.5,0,8,1,186.3,0,8,1,0,1,8,1,79.5,0,8,1,177.8,0,8,1,0,1,8,1,154.5,0,8,1,200.9,0,8,1,0,1,8,1,106.5,0,8,1,189.7,0,8,1,0,1,8,1,114.0,0,8,1,166.1,0,8,1,0,1,8,1,257.5,0,8,1,174.8,0,8,1,0,1,8,1
2004/9,126.5,0,8,1,150.1,0,8,1,0,1,8,1,85.0,0,8,1,109.1,0,8,1,0,1,8,1,195.0,0,8,1,140.0,0,8,1,0,1,8,1,304.5,0,8,1,108.9,0,8,1,0,1,8,1,202.5,0,8,1,143.7,0,5,1,0,1,8,1,450.5,0,8,1,127.9,0,8,1,0,1,8,1,299.0,0,8,1,97.2,0,8,1,0,1,8,1
2004/10,46.0,0,8,1,140.3,0,8,1,8,0,8,1,293.5,0,8,1,114.6,0,8,1,0,1,8,1,780.0,0,8,1,116.8,0,8,1,0,1,8,1,256.5,0,8,1,168.5,0,8,1,0,1,8,1,356.0,0,8,1,158.6,0,8,1,0,1,8,1,489.5,0,8,1,151.0,0,8,1,0,1,8,1,209.0,0,8,1,169.9,0,5,1,0,1,8,1
2004/11,85.0,0,8,1,110.7,0,8,1,18,0,8,1,105.5,0,8,1,123.7,0,8,1,0,1,8,1,108.5,0,8,1,160.9,0,8,1,0,1,8,1,58.5,0,8,1,183.6,0,8,1,0,1,8,1,117.5,0,8,1,169.1,0,8,1,0,1,8,1,94.5,0,8,1,181.0,0,8,1,0,1,8,1,34.0,0,8,1,195.5,0,8,1,0,1,8,1
2004/12,172.0,0,8,1,70.7,0,8,1,110,0,8,1,63.5,0,8,1,137.7,0,8,1,26,0,8,1,79.5,0,8,1,166.3,0,8,1,3,0,8,1,134.5,0,8,1,144.1,0,8,1,2,0,8,1,88.0,0,8,1,152.2,0,8,1,1,0,8,1,102.0,0,8,1,177.0,0,8,1,0,0,8,1,111.0,0,8,1,156.2,0,8,1,0,0,8,1
2005/1,153.5,0,8,1,71.5,0,8,1,237,0,8,1,62.0,0,8,1,122.1,0,5,1,16,0,8,1,77.0,0,8,1,200.0,0,8,1,0,0,8,1,47.0,0,8,1,77.3,0,8,1,0,0,8,1,19.0,0,8,1,139.0,0,8,1,0,0,8,1,10.5,0,8,1,186.6,0,8,1,0,0,8,1,12.0,0,8,1,125.7,0,8,1,0,0,8,1
2005/2,120.5,0,8,1,95.3,0,8,1,139,0,8,1,56.0,0,8,1,123.0,0,8,1,40,0,8,1,48.0,0,8,1,148.9,0,8,1,1,0,8,1,91.0,0,8,1,85.1,0,8,1,0,0,8,1,45.0,0,8,1,112.7,0,8,1,0,0,8,1,67.5,0,8,1,150.8,0,8,1,7,0,8,1,77.0,0,8,1,121.2,0,8,1,9,0,8,1
2005/3,124.0,0,8,1,134.6,0,8,1,95,0,8,1,59.0,0,8,1,171.2,0,8,1,28,0,8,1,71.0,0,8,1,175.1,0,8,1,2,0,8,1,93.0,0,8,1,154.0,0,8,1,4,0,8,1,75.0,0,8,1,165.2,0,8,1,0,0,8,1,131.5,0,8,1,182.7,0,8,1,0,0,8,1,118.0,0,8,1,179.3,0,8,1,1,0,8,1
2005/4,55.0,0,8,1,123.2,0,8,1,10,0,8,1,34.0,0,8,1,230.0,0,8,1,0,0,8,1,81.0,0,8,1,216.1,0,8,1,0,1,8,1,36.0,0,8,1,229.3,0,8,1,0,1,8,1,47.0,0,8,1,232.7,0,8,1,0,1,8,1,57.0,0,8,1,220.9,0,8,1,0,1,8,1,59.0,0,8,1,218.7,0,8,1,0,1,8,1
2005/5,62.0,0,8,1,176.9,0,8,1,0,1,8,1,71.5,0,8,1,178.1,0,8,1,0,1,8,1,180.5,0,8,1,172.3,0,8,1,0,1,8,1,62.5,0,8,1,255.7,0,8,1,0,1,8,1,73.5,0,8,1,244.2,0,8,1,0,1,8,1,111.5,0,8,1,234.6,0,8,1,0,1,8,1,108.5,0,8,1,264.9,0,8,1,0,1,8,1
